Time,Reference,Angle,Reference,Angle
15.87917,-321.871654,-321.803807,-471.315472,-471.238898
15.88931,-321.871654,-321.803807,-471.315472,-471.238898
15.89946,-321.871654,-321.803807,-471.315472,-471.238898
15.90967,-321.871654,-321.803807,-471.315472,-471.238898
15.91978,-321.871654,-321.803807,-471.315472,-471.238898
15.92991,-321.871654,-321.812534,-471.315472,-471.238898
15.94814,-321.871654,-321.812534,-471.315472,-471.238898
15.95269,-321.871654,-321.812534,-471.315472,-471.238898
15.96293,-321.871654,-321.812534,-471.315472,-471.238898
15.97305,-321.871654,-321.812534,-471.315472,-471.238898
15.98319,-321.871654,-321.812534,-471.315472,-471.238898
15.99331,-321.871654,-321.812534,-471.315472,-471.238898
16.00351,-321.871654,-321.812534,-471.315472,-471.238898
16.01373,-321.871654,-321.812534,-471.315472,-471.238898
16.02383,-321.871654,-321.812534,-471.315472,-471.238898
16.03419,-321.871654,-321.812534,-471.315472,-471.238898
16.04421,-321.871654,-321.812534,-471.315472,-471.238898
16.0543,-321.871654,-321.812534,-471.315472,-471.238898
16.06477,-321.871654,-321.812534,-471.315472,-471.238898
16.07468,-321.871654,-321.812534,-471.315472,-471.238898
16.08479,-321.871654,-321.812534,-471.315472,-471.238898
16.09493,-321.871654,-321.812534,-471.315472,-471.238898
16.10505,-321.871654,-321.812534,-471.315472,-471.238898
16.11523,-321.871654,-321.812534,-471.315472,-471.238898
16.1254,-321.871654,-321.812534,-471.315472,-471.238898
16.13586,-321.871654,-321.812534,-471.315472,-471.238898
16.14571,-321.871654,-321.812534,-471.315472,-471.238898
16.15582,-321.871654,-321.812534,-471.315472,-471.238898
16.166,-321.871654,-321.812534,-471.315472,-471.238898
16.17616,-321.871654,-321.812534,-471.315472,-471.238898
16.18632,-321.871654,-321.812534,-471.315472,-471.238898
16.19648,-321.871654,-321.812534,-471.315472,-471.238898
16.20656,-321.871654,-321.812534,-471.315472,-471.238898
16.2167,-321.871654,-321.812534,-471.315472,-471.238898
16.22694,-321.871654,-321.812534,-471.315472,-471.238898
16.24526,-321.871654,-321.812534,-471.315472,-471.238898
16.25169,-321.871654,-321.812534,-471.315472,-471.238898
16.26004,-321.871654,-321.812534,-471.315472,-471.238898
16.27018,-321.871654,-321.812534,-471.315472,-471.238898
16.28034,-321.871654,-321.812534,-471.315472,-471.238898
16.29043,-321.871654,-321.812534,-471.315472,-471.238898
16.3006,-321.871654,-321.812534,-471.315472,-471.238898
16.31068,-321.871654,-321.812534,-471.315472,-471.238898
16.32101,-321.871654,-321.812534,-471.315472,-471.238898
16.331,-321.871654,-321.812534,-471.315472,-471.238898
16.34116,-321.871654,-321.812534,-471.315472,-471.238898
16.3513,-321.871654,-321.812534,-471.315472,-471.238898
16.36141,-321.871654,-321.812534,-471.315472,-471.238898
16.37995,-321.871654,-321.812534,-471.315472,-471.238898
16.38446,-321.871654,-321.812534,-471.315472,-471.238898
16.39464,-321.871654,-321.812534,-471.315472,-471.238898
16.40481,-321.871654,-321.812534,-471.315472,-471.238898
16.41494,-321.871654,-321.812534,-471.315472,-471.238898
16.42509,-321.871654,-321.812534,-471.315472,-471.238898
16.43524,-321.871654,-321.812534,-471.315472,-471.238898
16.44546,-321.871654,-321.812534,-471.315472,-471.238898
16.45554,-321.871654,-321.812534,-471.315472,-471.238898
16.46575,-321.871654,-321.812534,-471.315472,-471.238898
16.47591,-321.871654,-321.812534,-471.315472,-471.238898
16.48606,-321.871654,-321.812534,-471.315472,-471.238898
16.49617,-321.871654,-321.812534,-471.315472,-471.238898
16.50633,-321.871654,-321.812534,-471.315472,-471.238898
16.51654,-321.871654,-321.812534,-471.315472,-471.238898
16.52664,-321.871654,-321.812534,-471.315472,-471.238898
16.53679,-321.871654,-321.812534,-471.315472,-471.238898
16.54698,-321.871654,-321.812534,-471.315472,-471.238898
16.55709,-321.871654,-321.812534,-471.315472,-471.238898
16.56724,-321.871654,-321.812534,-471.315472,-471.238898
16.57737,-321.871654,-321.812534,-471.315472,-471.238898
16.58753,-321.871654,-321.812534,-471.315472,-471.238898
16.60559,-321.871654,-321.812534,-471.315472,-471.238898
16.61018,-321.871654,-321.812534,-471.315472,-471.238898
16.62034,-321.871654,-321.812534,-471.315472,-471.238898
16.63041,-321.871654,-321.812534,-471.315472,-471.238898
16.6406,-321.871654,-321.812534,-471.315472,-471.238898
16.65074,-321.871654,-321.812534,-471.315472,-471.238898
16.66087,-321.871654,-321.812534,-471.315472,-471.238898
16.671,-321.871654,-321.812534,-471.315472,-471.238898
16.68114,-321.871654,-321.812534,-471.315472,-471.238898
16.6913,-321.871654,-321.812534,-471.315472,-471.238898
16.70147,-321.871654,-321.812534,-471.315472,-471.238898
16.71167,-321.871654,-321.812534,-471.315472,-471.238898
16.72179,-321.871654,-321.812534,-471.315472,-471.238898
16.73192,-321.871654,-321.812534,-471.315472,-471.238898
16.74226,-321.871654,-321.812534,-471.315472,-471.238898
16.75239,-321.871654,-321.812534,-471.315472,-471.238898
16.76259,-321.871654,-321.812534,-471.315472,-471.238898
16.77273,-321.871654,-321.812534,-471.315472,-471.238898
16.78285,-321.871654,-321.812534,-471.315472,-471.238898
16.79306,-321.871654,-321.812534,-471.315472,-471.238898
16.8032,-321.871654,-321.812534,-471.315472,-471.238898
16.81333,-321.871654,-321.812534,-471.315472,-471.238898
16.82348,-321.871654,-321.812534,-471.315472,-471.238898
16.83365,-321.871654,-321.812534,-471.315472,-471.238898
16.84384,-321.871654,-321.812534,-471.315472,-471.238898
16.85392,-321.871654,-321.812534,-471.315472,-471.238898
16.8654,-321.871654,-321.812534,-471.315472,-471.238898
16.87426,-321.871654,-321.812534,-471.315472,-471.238898
16.88448,-321.871654,-321.812534,-471.315472,-471.238898
16.89461,-321.871654,-321.812534,-471.315472,-471.238898
16.90475,-321.871654,-321.812534,-471.315472,-471.238898
16.91493,-321.871654,-321.812534,-471.315472,-471.238898
16.92506,-321.871654,-321.812534,-471.315472,-471.238898
16.93518,-321.871654,-321.812534,-471.315472,-471.238898
16.94539,-321.871654,-321.812534,-471.315472,-471.238898
16.95554,-321.871654,-321.812534,-471.315472,-471.238898
16.96576,-321.871654,-321.812534,-471.315472,-471.238898
